image,caption
2685788323_ceab14534a.jpg,A large man wearing sunglasses gets ready to pull out a chair and sit down at a restaurant.
2686432878_0697dbc048.jpg,"A young white girl with glasses, disheveled hair, and a brown shirt is seen smiling for the camera while carrying a green backpack."
268654674_d29e00b3d0.jpg,"A family, including two mothers pushing baby strollers, crosses a wooden bridge in a rural area, accompanied by dogs that run alongside them."
268704620_8a8cef4cb3.jpg,"Two little white dogs are running alongside one another in the snow, playing outside on snowy grass."
2687229880_97cfd8148e.jpg,"A brunette woman in a black shirt is walking through a blurred crowd, holding a silver cellphone, and squinting from the sun as she moves among a large group of people."
2687328779_b4356dab16.jpg,"A white dog with black patches is sprayed by a garden hose as it jumps into a blue plastic wading pool, while another white dog with a black spot on its back is also jumping into a plastic swimming pool and being hosed down."
2687529141_edee32649e.jpg,"Acrobatic entertainers, who are two men wearing red and blue trunks and bowler hats, perform acrobatic moves in front of a crowd, with no shirts, as one of them jumps over another, while some of the performers are scantily clad."
2687539673_d54a8dc613.jpg,"A teenager girl jumps high on a trampoline while a toddler, who is bouncing on his stomach, falls, and a young boy in a blue shirt is also jumping with his arms in the air."
2687672606_275169c35d.jpg,"A woman wearing a colorful shirt and a lot of jewelry, who also has henna on her hand, holds a piece of paper in her left hand and is going through paperwork."
2688102742_885e578a3f.jpg,A woman wearing a denim skirt and a black t-shirt is standing and looking at rows of magazines on display on the sidewalk.
2688902319_52ceaf4a2a.jpg,An older Asian monk in orange robes with tattoos on his chest looks into the camera while standing on the sidewalk of a city street.
2689001252_e0016c89f0.jpg,"Three children in swimsuits are having fun outside near a white building, with a girl in a yellow bathing suit laughing and pointing at a girl in an orange suit, while another girl in a blue swimsuit looks on."
2689163361_4939875be5.jpg,"A young girl wearing a bright pink top and a jean skirt is spinning a colorful ribbon around her body, twirling long, colorful streamers while playing with a ribbon wand outside."
2689358407_9932f1b20c.jpg,"A young boy and another boy are playing in a water fountain, with one of them running through a sprinkler."
2689491604_d8760f57b4.jpg,"A little boy is splashing in a blue inflatable pool, being splashed with water as he plays."
2690538407_7ca157be85.jpg,"A little boy wearing a brown t-shirt is standing in front of an old-fashioned fence, sucking on a pacifier, with his hand in the air, giving a heavy metal sign while also making a I love you sign in sign language."
2690702549_cf81da8cf6.jpg,"Four boys pose for the camera in front of a brick wall, with their arms bent to show their strength and pumped fists, flexing for the picture."
2691966747_cfa154982b.jpg,"A small white dog runs out of a long blue tunnel, emerging from the tunnel on the course."
2692635048_16c279ff9e.jpg,"A black dog, possibly a doberman mix, rests after playing catch in the hay, laying next to a colorful ball, with the scene taking place in brown grass."
2693425189_47740c22ed.jpg,"A little boy wearing blue shorts is holding a yellow foam noodle toy over a swimming pool, waving it near the water while playing with the noodle by the pool."
2693539377_5442430f81.jpg,"A boy and girl, along with two little kids, are smiling and having fun while riding a roller coaster at an amusement park, with children also enjoying a fairground ride and swinging around on a carnival ride."
269361490_a22ae818bf.jpg,"A group of four hip young people, consisting of two girls and two guys, dressed in black clothing with a goth look, walk down a residential street with trees in the background."
2694178830_116be6a6a9.jpg,"An athlete, who is a woman, is performing pole vaulting, with her feet in the air as she launches herself over the bar, upside down during the vault, while another woman, also black, is described in the act of pole vaulting, and the overall scene includes a woman athlete launching herself over the bar during a pole vault."
2694426634_118566f7ab.jpg,"A man is paddling a rowboat on a lake with two children wearing life jackets, who are sitting in the back of the boat and facing the older male."
2694890967_7c7a89de16.jpg,"A group of young women are sunbathing in a meadow, some sitting in a field of wild grass and flowers, with a few under a striped umbrella, while others are laying in the grass under an umbrella or sitting under a sunshade in a grassy woodland clearing, all enjoying a picnicking scene."
2695001634_127fe2f0d7.jpg,Two women in skirts wearing heels walk down a city sidewalk with white purses.
2695085448_a11833df95.jpg,"A woman in a black dress crouches against a brick wall, talking on a pink cellphone."
2695085632_10c4e6ea78.jpg,"A man, whose clothes are covered in paint, is sitting outside in a busy area next to a plastic crate and a bicycle, writing something on a pad of paper while his bike is leaned up against him."
2695085862_2ed62df354.jpg,"A bearded man with a pompadour haircut and a Mohawk, wearing a black shirt, a black and white scarf around his neck, and a bandanna around his neck, also has pierced ears and is wearing a hankerchief on his neck, looking off into the distance."
2695093520_5cfeb0729d.jpg,"A couple, consisting of a woman wearing a red shirt and a man in a white shirt and sunglasses, are holding hands outside near a large mirror, with the woman standing in front of the mirror while the man is positioned beside her, and they are both in a street setting."
2695961935_a2a6338f26.jpg,"A small black and white dog leaps over a striped gate, which serves as an obstacle outside, during a show where it jumps over high jump poles."
2695962887_a1647c567b.jpg,"A shaggy, brown dog is completing a fitness exercise by passing through obstacles in an obstacle course, performing an act at a dog show while trying to follow its owner."
2696060728_3043cfc38c.jpg,"A man helps a young girl get up on a turquoise surfboard as she learns to surf with an instructor, while another person stands behind her on the surfboard, and the scene includes a young girl riding a surfboard in the water."
269630255_c3ec75c792.jpg,"A brown pitbull is running through a field with a stick in its mouth, returning it during a game of fetch while walking on a path near a garden that is adjacent to a lake or a stream."
2696394827_7342ced36f.jpg,"A retriever, wearing a blue collar, is swimming in a body of water, chasing a bird that is splashing nearby, while a black duck takes flight slightly ahead, and a dog is also present in the water, with the scene depicting both a dog and a bird together in the water as the retriever attempts to reach a goose that is about to get away."
269650644_059a84ece5.jpg,"In a big city during winter, an outdoor ice skating rink is filled with people ice skating, showcasing a lively scene of urban outdoor ice skating activity."
2696636252_91ef1491ea.jpg,"A rollerblader, wearing Rollerblades, is grinding across a rail while standing on one foot, with a black shirt, and the scene includes green grass on the right and black pavement on the left."
2696866120_254a0345bc.jpg,"A dirty tan dog with a black collar is rolling in the dirt and dried leaves, lying on the ground while looking directly at the camera."
2696951725_e0ae54f6da.jpg,"A shirtless man poses with his arms spread wide while standing next to a woman on a park trail, with a lake in the background and distant mountains in the distance."
2697909987_128f11d1b7.jpg,"A man wearing a shirt that says Gigolo is standing at a reception desk, talking to someone while getting assistance from a front desk area."
2698119128_62b4741043.jpg,A young girl in an orange bathing suit is swimming in the pool.
2698197294_ccd9327ef6.jpg,The black and white dog is running through the water on a beach.
2698487246_e827404cac.jpg,"A man in a black and white jersey is leaping to get a ball from a player in a blue and yellow jersey, as two men jump into the air to catch the football, while three rugby players try to catch the ball, with people playing a sport and a referee looking on."
2698614194_b4e6e11dff.jpg,"Five young men are playing rugby, with three of them leaping in the air in an effort to grab the ball, while one player, wearing a black and white jersey, jumps for the ball amidst two players from the other team, and his two teammates run to help him."
2698666984_13e17236ae.jpg,"A woman runner in a red vest is jogging down the street in heavy rain, getting drenched as she participates in a race through the rain."
269898095_d00ac7d7a4.jpg,"A woman is sitting near a flower bed overlooking a tunnel, while two adults and two people sit on a bench at a park, with two guys sitting by some flowers and water."
2699125097_c6801d80ed.jpg,"A bare-chested man with a Mohawk, beard, and glasses, who is also a large man with two nipple rings, an older man with pierced nipples, a tanned man with dark sunglasses, punk-style hair, and tattoos on his arms and chest, and a man with a shaved head and nipple piercings wearing sunglasses."
2699342860_5288e203ea.jpg,"A young boy wearing a red short-sleeved shirt and jeans is running through the woodland near some trees, stops to smile for the camera."
2699426519_228719b1db.jpg,"A brown and white dog, specifically a pitbull, is running fast through the grass with its mouth open, demonstrating a sense of craziness as it moves within a fenced yard."
2699733386_c346c87ea6.jpg,"A black and brown dog is running and splashing in the water, wading through the shallows of a large body of water, and running in the surf."
269986132_91b71e8aaa.jpg,"A group of soccer players is engaged in a game between the red team and the blue team, with both teams on the field playing a soccer game in progress."
2700147489_f1664f2b61.jpg,"A man with a beard in gray pants is skateboarding on a basketball court, performing a stunt by ollieing and completing a jump on his skateboard."
2701042060_92508ea8fa.jpg,"A black dog is drinking next to a brown and white dog that is looking at an orange ball in the lake, while a horse and rider pass behind, with two dogs playing near water alongside a deflated basketball and a person on a horse."
2701271123_6761bc5f26.jpg,A black dog is walking through the dirt with an old soccer ball in its mouth.
2701487024_e866eb4550.jpg,"A young boy, wearing a bathing suit and smiling, is holding a blue boogie board in shallow ocean water while playing in the surf."
2701603045_6cbdc4ce7c.jpg,"A young boy wearing white swim trunks is wading through the blue ocean, up to his knees in water, as he walks out of the water."
2701895972_8605c4e038.jpg,"A band is performing on an outdoor stage under a white canopy, with people gathering to hear musicians play various instruments."
2702506716_17a7fb3ba4.jpg,"A beagle is climbing through some grey stairs, attempting to squeeze between two gray steps, sticking his head out from under the stairs, crawling in between steps from behind the steps, and hiding under the stairs."
270263570_3160f360d3.jpg,Two brown dogs wearing collars are biting each other in a rough manner on the leafy ground of a wooded clearing.
2703155733_19ac6f97a8.jpg,"A woman wearing a black, red, white, and pink dress removes a tan coat to reveal an extravagant outfit, while holding a long scarf and waving a gold cape."
2704257993_d485058a5f.jpg,"In a roller rink, two little girls and one little boy are skating, with the boy wearing orange wheeled skates, and the scene includes three children in total."
2704362232_7d84503433.jpg,"A small brown and white dog is swimming through the pool next to a man, who is standing in the pool behind the dog, while both are splashing in the swimming pool together."
2704379125_9c35650d16.jpg,"A black dog is following a herd of sheep down a grassy lane, with the dog acting as a sheepdog guiding the sheep along a grassy path."
2704934519_457dc38986.jpg,"A woman is shaking her long, wet hair in a river, causing water to spray everywhere as she splashes in the water."
2705793985_007cc703fb.jpg,"A black and white dog with a blue collar runs through the green grass, wearing a blue harness."
2705947033_5999147842.jpg,"Four boys hold toy guns while under a pavilion, and three boys on a platform in the forest play with toy guns, as three children are shooting guns in the woods and three children play in an outside wood structure."
2706023395_ac9eba0e42.jpg,"A few men sit outside a gated compound, near an orange building with blue trim, on the ground with their backs to a wall, eating their lunches."
2706430695_3b5667741c.jpg,"Two older and younger girls, wearing denim shorts, stand in a puddle of water on a wet sidewalk, playing barefoot."
2706766641_a9df81969d.jpg,"A young boy is covered in white powder, with mess all over his face and feet, standing in the corner of a room where the powder is also scattered across the floor."
2707244524_d57120d74a.jpg,"A beige dog with blond hair and floppy ears runs through tall grass in a field filled with grass and weeds, with a tree in the background."
270724499_107481c88f.jpg,"A small tan dog is running in the grass with a colorful ball in its mouth, heading towards the camera."
2707835735_6537b27e8f.jpg,"A group of men are sitting and standing in an art gallery, with some people sitting and others standing next to a false wall, while a man sits in front of a wall with art pictures on it, and overall, people are hanging out in an art gallery."
2707873672_15e6b5d54b.jpg,"Two redheaded boys with glasses, wearing brown shirts, stand on a bench and duel with sticks, engaging in a playful swordfight."
2707933554_f6dc5e0e3c.jpg,"A girl in a yellow, blue, and green tie-dyed hat has a strange-looking critter, which appears to be a brown butterfly, resting on her hand."
2707969386_94dde00ce4.jpg,A little grey dog is jumping over an obstacle in a grassy field during an agility test.
270809922_043e3bef06.jpg,"A lone man is climbing high on a snowy mountain, standing on top of a glacier, and posing on a mountainside in snow, while walking up a snow-covered mountain on a bright day."
270816949_ffad112278.jpg,"A person is riding a horse on a grassy field in front of a mountain range, with distant mountains and a prairie landscape in the background."
2708176152_1634cb754d.jpg,"A group of bicyclists, wearing riding gear and helmets, race on bicycles around a curve on a racetrack."
2708582445_5e5999b956.jpg,"A young girl in all blue, with pigtails, is sliding down a green slide and enjoying the ride, having fun on the slide."
2708634088_a4686be24c.jpg,"Two large black and brown dogs run side by side through tall grass, one of them holding a stick in its mouth."
270864951_1737ae5479.jpg,"A blonde woman is wearing a black hat with an American flag on it, which is also adorned with tartan patterns, and she is looking at the camera in a scary manner."
2708686056_1b8f356264.jpg,"A girl in a blue swimsuit is wading through the gray ocean, walking into the waves, and is described as a woman in a blue bathing suit going into the water, while a woman is running into the surf."
2708744743_e231f7fcf9.jpg,"During a baseball game at a stadium, a woman and her dog perform Frisbee tricks in front of a crowd, with the dog catching a Frisbee mid-air while people watch, as a person in shorts holds a Frisbee and team members in red shirts and spectators look on."
2709275718_73fcf08c23.jpg,"A man with a Mohawk and a beard, wearing a blue shirt that says  -ependent , is holding a cup and smiling at the camera."
2709359730_13bca100af.jpg,"Several dogs are running outside on a cement and dirt path, with two brown ones in the lead, while two puppies jump from a concrete slab onto the grass, and there are also two vehicles in the background."
2709536455_2a6046e38a.jpg,"Three husky dogs are standing in the snow, with two of them howling and showing open mouths, while the third appears to be barking, all outdoors in a snowy environment."
2709648336_15455e60b2.jpg,"A large brown and black dog jumps into the air, catching a white Frisbee in midair with its mouth."
2709683703_5385ea9ef4.jpg,A young man is squirting water from a water gun into the mouth of a white dog.
2710280476_dcccb8745a.jpg,"A small black and white dog leaps through the air while running through a blue netted course, with two people watching in the background, as a man measures the dog's speed and a woman and boy look on in amazement, while another person holds a scanner and microphone nearby."
2710416789_555180e399.jpg,"A chubby Asian boy with a Mohawk, wearing black glasses and a blue polo shirt, stares at the camera with a plain, serious look, and has tan skin."
2710563762_06d48329d7.jpg,"A girl basketball player wearing blue is blocking another girl player wearing yellow as a group of people gather on a basketball court, with several players jumping up for the ball during an outdoor game between two teams."
2710698257_2e4ca8dd44.jpg,"A man stands on top of jagged rocks near the ocean, with his arms outstretched on a rocky ledge, overlooking the water from a cliff."
2711075591_f3ee53cfaa.jpg,"Three people are scuba diving in the blue ocean, with two individuals underwater scuba diving in blue water filled with lots of bubbles."
2711720095_0b98426d3c.jpg,"A man wearing cold-weather gear, including a black coat and red hat, holds a large camera and stands in front of a mountain scene with a lot of camera gear in hand."
271177682_48da79ab33.jpg,"A four-wheel drive car, likely an SUV, splashes through muddy puddles on an off-road trail in the forest, leaving muddy tracks on the forest floor, as a large van drives down a country road in the fall."
2712352554_1cafd32812.jpg,"A young man, shirtless, does a skateboard trick off a metal plank while jumping in the air on a skateboard, performing a trick on a rail."
2712787899_d85048eb6a.jpg,"A blonde woman in black jeans is sitting on the side of a ledge, examining her nails, with a black purse, and a harbor in the background."
2712974062_6d5b6aa7f0.jpg,"A young Asian woman wearing a multi-colored dress is holding a plastic cup, gesturing with her other hand, while wearing sunglasses on top of her head."
2713554148_64cd465e71.jpg,"Four children are running around a pole with red and white strips on top, playing a game in a city street."
2713897716_c8cd610360.jpg,A black and white dog is playing with a tattered volleyball in a sparse brown field.
2714220101_c31db50b10.jpg,"A white dog runs on the sand, which could be either beach sand or dirt, as described in the various sentences."
2714674623_8cd05ac114.jpg,"A large man wearing a hat and a t-shirt that says Genetic Freak is sleeping on a bus, with another person seated nearby."
2714699748_c9270dd5aa.jpg,Two bulldogs are playing and wrestling with each other on a white carpet near a couch.
2714703706_d21c5cb8df.jpg,"Two dogs are nuzzling each other nose to nose on the carpet, while a brown dog is biting a white and tan dog on the snout, holding the other dog's cheek with its teeth."
2714878018_1593c38d69.jpg,"A young boy wearing swimming trunks and glasses jumps over a mist of sprinkler water in a backyard, landing in a spray of water while playing."
2715035273_8fc8b1291c.jpg,"A group of women, including two girls, walk down a city street at night under neon lights, passing two boys by a tree."
2715155329_1ed1756000.jpg,"A man with a shaved head and reflective sunglasses smiles broadly, showing all his teeth, while wearing reflective sunglasses in a crowd and offering a big smile."
2715289538_d77c8d0a85.jpg,"A red-haired boy wearing glasses and a blue shirt is blowing a huge bubble, as seen through a large bubble that he is peering through, using a giant metal ring."
2715337869_e4fe36db50.jpg,"A young girl jumps off an orange raft into a lake, becoming airborne as she falls into the water."
2716251485_d6113f4c8a.jpg,"A man carrying an orange shopping bag walks past two red British-style telephone booths, one of which displays the words ring ring."
271637337_0700f307cf.jpg,A furry dog is jumping over a hurdle in a competition.
2716457668_187a6d2b1c.jpg,"A young boy with a Mohawk and dark sunglasses is wearing glasses with his hair set to stand up, and the head of the child with dark glasses is in focus."
271660510_dd4ba34b35.jpg,"A man and a woman wearing sunglasses and white t-shirts are standing in front of bushes, smiling and posing for a picture."
2716903793_fb7a3d8ba6.jpg,"Two boys happily pull a cart through a grassy field, smiling as they walk with a small trailer behind them."
2717686269_80c4b5ac9e.jpg,"A small brown and white German short-haired pointer rests on a red area rug in a patch of sunlight by a sunny window, with window shades casting light and shadow on the dog lying on a colorful carpet."
271770120_880e8d8e52.jpg,"Two large, black dogs are playing tug-of-war outside, wrestle over a collapsed ball, and playfully fight over it, with the scene depicting two blog dogs engaged in a playful struggle."
2718024196_3ff660416a.jpg,"A young boy in a blue bathing suit is jumping with his arms in the air in a backyard setting, leaping into a kiddie pool, playing on a water slide, and enjoying a sunny day by sliding on his slip and slide while wearing swimming trunks."
2718027742_70a72f99ae.jpg,"A child, wearing a bathing suit, is standing on a yellow sprinkler mat with water spraying, playing in backyard sprinklers, and is seen from the waist down standing on a slip and slide with jets of water shooting up."
2718049631_e7aa74cb9b.jpg,"A white dog runs towards the camera on brown ground, while a man walks away in the background, and the scene takes place near a fenced area with a tree in the distance."
2718376488_3c62f7642c.jpg,"A group of bulls are running down the street, chased by people who are also running, with hundreds of onlookers watching from the sides, people visible to the right of the bulls, and a building located behind them."
2718495608_d8533e3ac5.jpg,A brunette girl wearing sunglasses and a yellow shirt smiles for the camera.
2719101587_4ba70dee14.jpg,"A motorcyclist, wearing a specialized suit, performs tricks on their motorcycle, including a nose wheelie, while two men watch, as the rider drives their motorcycle."
2719102611_fef453bf30.jpg,"A man in a black and white uniform is performing a stunt on a motorcycle by standing on the seat, with his feet on the bike as he rides."
2720215226_5a98ff2bd3.jpg,"A small brown dog wearing a blue ribbon stands in front of a fireplace surrounded by awards, with a ribbon pinned to him and others behind him, while a black dog with a ribbon on is also present, and another brown dog poses with ribbons, and there are additional award ribbons displayed in the scene."
2720985888_8f5920e8cf.jpg,"A little girl with ponytails laughs while playing in a plastic play structure, holding a green toy and standing in a little Tikes' playground set."
272156850_c4445a53f4.jpg,"A man in short shorts is sitting up on a large rock near trees, posing for a picture with a rock cliff in the background."
2721656220_5f4cda8bc1.jpg,"A woman wearing a white t-shirt holds a drink and smiles, with an attractive brunette woman smiling and holding a beverage in front of her."
272283076_2d4aa1d5cf.jpg,"A man with two small bandages on his middle finger is climbing a steep rock face while another man in a white shirt watches, and as he scales the rock, others look on from below, with one man looking up at the camera."
2723477522_d89f5ac62b.jpg,"A large brown dog is chasing a smaller brown dog through the grass, while two brown dogs run together in the grass, and a black dog is also chasing a smaller brown dog over the grass."
2723929323_70b93a74ea.jpg,"Three women stand on a beach, talking with cameras, their shadows long behind them."
2724485630_7d2452df00.jpg,"Two blond women wearing similar I love beer shirts walk outside, showing how much they like beer."
272546805_536c719648.jpg,Two brown dogs with green harnesses and a large black dog play tug of war with a toy in the sand.
2726262796_03bd63a155.jpg,"A young girl, dressed in a blue bikini, is leaving the water after playing in the waves at the beach."
2726301121_95a2fbd22b.jpg,A blonde-haired girl wearing a tank-top that says Thank You has a large tattoo on her arm and is walking down the street near a concrete wall.
2727051596_be65bfb3d3.jpg,"Two little boys are riding an amusement park ride, with one of them, a young boy in an orange shirt, sticking his tongue out and having his mouth wide open."
2728276857_3f83757ef2.jpg,"A group of smiling women are posing for a picture, sitting happily together and smiling at the camera, with a man playing guitar behind them, while some of the women are hugging each other."
2728486640_cc2a31d2b0.jpg,"A white dog with a black collar is jumping for a treat, catching it in its mouth while standing in front of a white building."
2728813605_cfc943e1ab.jpg,"An elderly woman with gray hair wears sunglasses, a denim jacket, a blue shirt, and a necklace, along with earrings, and is smiling for the camera in front of a green bush."
2729147877_c3ec3445bf.jpg,"A young boy, wearing a blue shirt, is hanging upside down from a metal bar outside, with his legs over the pole, while another boy in a blue shirt is jumping backwards over a horizontal pool, and a child is also hanging upside down from a metal bar, swinging upside down from the bar."
272940778_a184dbea42.jpg,"Two black and brown dogs are running on green grass, chasing each other and moving toward the camera as they play in a field."
2729655904_1dd01922fb.jpg,"Two boys and two dogs are playing in the sand and water at the seashore, next to the ocean."
2729685399_56c0e104b1.jpg,"Three young adults are talking near a busy street, standing close to each other while wearing coats, with other people in the background, and one of the women looks upset."
272988646_1588bde6a8.jpg,"A young woman with a blue Mohawk is walking while holding a toddler's hand, who is looking to the left, and she is also holding the hand of a little boy wearing a green striped shirt at a street corner, as they wait to cross the street."
2730819220_b58af1119a.jpg,"A young girl is sliding down a tan plastic slide and reaches the bottom, landing at the bottom of the slide."
2730938963_c4ed3e2258.jpg,"Three young boys in blue swimming trunks hold hands and jump into an inground swimming pool, appearing happy as they leap into the blue pool."
2730994020_64ac1d18be.jpg,"A black and white shorthair dog sprints across brown and green grass in a field, running away while the brown and white dog is seen running through the grassy area."
2731171552_4a808c7d5a.jpg,"A man is holding a young boy on his shoulder while another boy, dressed in a blue and white shirt, points his arm towards the sky, and a second boy in a white shirt shields his eyes from the sun, as one child looks into the distance next to the man who has his hand in the air."
273248777_eaf0288ab3.jpg,"In a full stadium, a football player in yellow jumps and catches the ball while under pressure from a player in white, as two football players compete in front of a huge crowd, with two men vying for possession of the ball during the intense match."
2732625904_4fbb653434.jpg,A girl in a pink sundress rides a yellow bike near a white picket fence.
2733659177_d74a00995b.jpg,"A blond-haired boy wearing a yellow shirt and blue pants is climbing a tree branch in a grassy field, which is located in a hilly area with a green field background."
2734219983_fe86a60bf9.jpg,"A woman in a colorful sari walks with a small boy who is carrying a red umbrella through a busy city street during a pouring rain, heading to school."
2734669176_c272b42597.jpg,"At a baseball park, a woman throws a Frisbee to her dog, which is jumping in the air to catch it, while a blonde-haired girl performs freestyle Frisbee tricks with her dog, and a baseball player in uniform runs behind them near blue bleachers."
2735158990_56ff6bf9b0.jpg,"A brown and white dog stands on its hind legs in a wooded area, barking, while another dog watches, and in the background, a white dog is jumping in the air to catch a ball in the woods."
2735290454_1bd8bc5eac.jpg,"A black dog is sitting while eating an ice cream cone, wearing a neon yellow collar and having a lime green collar, with a neon yellow band around its shoulders."
2735558076_0d7bbc18fc.jpg,"A boy looks suspiciously at someone nearby while sitting at the end of a row of people who are all sitting on the ground wearing matching heeled boots and dark shoes, with warm clothing, as a group of people wait on the sidewalk."
2735792721_b8fe85e803.jpg,"A laughing child is holding a water gun and getting sprayed with water while squirting it at someone, as another child with a water gun is also being sprayed."
2735979477_eef7c680f9.jpg,"Two large dogs, one tan and one white, are running on the grass."
2736508369_fd9ff0b42f.jpg,"A baseball player in a grey uniform slides into second base, tagged out by two fielders who are defending the base, as part of a scene featuring three men playing baseball."
2736902411_a0010f89ae.jpg,"Two young blonde girls are taking a picture of themselves with a camera, with one of them holding the camera and both smiling."
2737233999_34d60dc5c3.jpg,"Four young children are playing basketball on a wooden deck outdoors, near the beach, where they are shooting baskets in the field."
2737609659_efce872c24.jpg,"A four-wheel drive vehicle, likely a Jeep, is driving on a dirt track, with a blond woman sitting on the roof of the yellow BMW vehicle, while two people are inside the vehicle, and a girl wearing camouflage pants is also sitting on the roof of a Hummer, which appears to be being driven down a rural road."
2737729252_b3fd9c05b1.jpg,"A girl is taking a picture of her friend, another girl wearing purple, in a park."
2737759676_4bc9be2daf.jpg,"A young man wearing a brown hat and sunglasses is seen among a crowd, also described as wearing an oxford shirt and smirking."
2738077433_10e6264b6f.jpg,"A light brown great Dane is climbing a steep dirt hill, running up the wall of dirt."
2738255684_0324ed062d.jpg,"A group of greyhound dogs, including three muzzled ones, race around a dirt track with a curve, with the dog in green taking the lead as they run around a turn."
2739331794_4ae78f69a0.jpg,A man is racing an orange and white motorcycle on a racetrack.
2739332078_13d9acce59.jpg,"A young blonde woman with a dimpled smile holds a black umbrella over her head, wearing a black shirt."
2741051940_89fb6b2cee.jpg,"A chubby white puppy dog with its tail cut off stands on top of a plastic bag, playing with it on the sidewalk."
2741380826_cfe0ddf0a9.jpg,"A small furry terrier is jumping over a low yellow beam as part of an agility test, with other obstacles nearby."
2742426734_291df6da08.jpg,"A group of young people pose for a picture in a field in the countryside, with the sun behind them on the grass."
274313927_404d0e94ab.jpg,"A black Labrador retriever is standing in a grassy field, holding a white nubby cylinder in its mouth, which appears to be a plastic toy."
2743652730_d909c7ae82.jpg,"A little boy is standing inside a house on one side of a window while another boy is outside squirting the window with a hose, and the inside boy is looking out at the outside boy who is spraying the window with a hose."
2743709828_a795a75bfc.jpg,"Several greyhound dogs are racing around a curve on a dog track, with two of them muzzle-equipped and competing for the lead, while other dogs and horses are also running on a muddy track, some heading toward the camera."
2744321686_8811d8428c.jpg,"A man in a blue shirt reads quietly alone in a room, with a broken couch in front of him, behind which he sits at a table, his hand on his forehead as he looks over paperwork."
2744330402_824240184c.jpg,"A large group of people, including men and motorcycles, are packed into a small brown boat that is filled with goods and possessions, and they are riding in the boat with oars."
2744600462_5804577296.jpg,"A cyclist wearing blue and white is leading a large column of bicyclists who are cycling down a road, with a pack of bicycle road racers leaning through a curve as they take a turn during a race, with cyclists competing in the race coming around a bend in the road."
2744690159_fe2c89e55b.jpg,Three brown dogs are playing in the water.
2744705147_acd767d3eb.jpg,"A man in a striped shirt with glasses is standing next to a woman with blonde hair, who is wearing a black apron, and he has his arm around her waist while they pose for the camera in a brown room."
2744705574_519c171ca0.jpg,"A dog is running through the water with a Frisbee in its mouth, chasing it into the water, where it is holding the Frisbee while walking, and playing in the water with an orange object in its mouth."
2745441424_5659f6acc8.jpg,"An African American woman in a swimming suit holds her two young daughters, who are also wearing swimsuits, as they pose together in a bathing suit."
2745663684_650f84e1e6.jpg,"A young man in a black and white striped tank top skateboards down the street, wearing shorts."
2745811124_12c4426b8b.jpg,"A young girl is standing in a crowd, holding a yellow leash attached to a sheep, which is also described as a goat in some variations, suggesting possible confusion in the animal's species, but the core image remains a girl in a busy setting holding a leashed animal."
2746072388_b127f8259b.jpg,"A young boy with blue eyes is covered in blue cake, having spread food all over his arms, face, and plate while eating a messily aqua-colored cake."
2746839158_4195210d27.jpg,Two young boys are playing in the water left behind by the sprinklers in a city street fountain.
2746910139_77ba5be2c5.jpg,"A young child is playing in a water tank with toys, leaning over the vat, while also playing with water in a children's discovery museum and enjoying a multi-colored fountain, with a hose used to spray water around."
2747436384_9470c56cb9.jpg,"Four boys are sitting on the beach, with their backs against an incoming wave, as they are about to be hit by an approaching wave, while three of them are getting splashed by the wave, and four people in total are sitting in the path of the crashing wave."
2747640247_b54bfa6886.jpg,"A girl is swinging on a homemade rope swing that hangs from a tree over water, with crashing waves below."
2747714500_49476225c6.jpg,"A little girl in a yellow shirt plays in a shallow pool, splashing in the water while others watch, with a young girl in a wading pool and an onlooker in a red shirt and backpack standing nearby in a busy park."
2748435417_ea7bbcc17c.jpg,"A skateboarder performs a trick in front of a business building, with two boys skateboarding on the gray steps of a large building, as two kids do tricks on the steps outside of the building."
2748729903_3c7c920c4d.jpg,"A man crashes into the water with his parachute, while a parasailer splashes along the surface of a lake, and a person hanging from a parachute makes a splash as their body hits the water, with another person in a parachute sliding across the water, and the parasailer is skipping across the water."
2749124446_d4432787b5.jpg,"A dog wearing a muzzle and a dog with his eyes bulging out are racing around a corner, alongside two greyhounds that are neck to neck on a dirt track."
275002371_5b200e6a92.jpg,A brown dog is rolling on the grass while chewing at its own tail.
2750832671_4b39f06acf.jpg,"A black dog, which is a doberman, is jumping in the air while playing with a white and blue stuffed toy, which is also described as a stuffed animal, and the scene includes a black and tan dog playing with a stuffed toy."
2750867389_4b815f793a.jpg,"A man and a small boy are driving a large brown SUV, with the boy sitting on the man's lap in the driver's seat, while the man is steering the vehicle."
2751466788_4fab701cc3.jpg,"A man in a purple shirt is walking toward a policeman who is standing on the pedestrian crossing in a city street, where people are in the middle of the street surrounded by large buildings, and the policeman is also directing traffic."
2751567262_e089b33ed9.jpg,"A nearly bald man in a blue shirt and dark glasses stands on the sidewalk between a grass lawn and a brick building, waiting by an empty street."
2751602672_ca5e1f6447.jpg,"A bald man in grey is holding a stick above his medium-sized black and brown dog, which is jumping to catch it, demonstrating how high the dog can jump."
2751694538_fffa3d307d.jpg,"A man is driving a vehicle, with a young boy sitting on his lap, helping to steer."
2752043092_f48ebfeaa2.jpg,"A baby dressed in blue, wearing a wristwatch, is curious about something while playing with the watch he is wearing."
2752084369_52e7867da7.jpg,A little girl in a red dress and white hat is carrying two Zara blue shopping bags.
2752175795_c9def67895.jpg,"Two men sit on opposite sides of a bus stop, each on a bench near an advertisement, waiting at an enclosed bus stop."
